jbeef,ALB_ALB,2005,0.84623139
jbeef,ALB_ALB,2006,0.84623139
jbeef,ALB_ALB,2007,0.84623139
jbeef,ALB_ALB,2008,0.84623139
jbeef,ALB_ALB,2009,0.84623139
jbeef,ALB_ALB,2010,0.563210713
jbeef,ALB_ALB,2011,0.563210713
jbeef,ALB_ALB,2012,0.563210713
jbeef,ALB_ALB,2013,0.563210713
jbeef,ALB_ALB,2014,0.563210713
jbeef,ALB_ALB,2015,0.765823411
jbeef,ALB_ALB,2016,0.765823411
jbeef,ALB_ALB,2017,0.765823411
jbeef,ALB_ALB,2018,0.765823411
jbeef,ALB_ALB,2019,0.765823411
jbeef,ALB_ALB,2020,0.766463036
jbeef,ALB_ALB,2021,0.766463036
jbeef,ALB_ALB,2022,0.766463036
jbeef,ALB_ALB,2023,0.766463036
jbeef,ALB_ALB,2024,0.766463036
jbeef,ALB_ALB,2025,0.721398116
jbeef,ALB_ALB,2026,0.721398116
jbeef,ALB_ALB,2027,0.721398116
jbeef,ALB_ALB,2028,0.721398116
jbeef,ALB_ALB,2029,0.721398116
jbeef,ALB_ALB,2030,0.674869
jbeef,ALB_ALB,2031,0.674869
jbeef,ALB_ALB,2032,0.674869
jbeef,ALB_ALB,2033,0.674869
jbeef,ALB_ALB,2034,0.674869
jbeef,ALB_ALB,2035,0.638115724
jbeef,ALB_ALB,2036,0.638115724
jbeef,ALB_ALB,2037,0.638115724
jbeef,ALB_ALB,2038,0.638115724
jbeef,ALB_ALB,2039,0.638115724
jbeef,ALB_ALB,2040,0.669208998
jbeef,ALB_ALB,2041,0.669208998
jbeef,ALB_ALB,2042,0.669208998
jbeef,ALB_ALB,2043,0.669208998
jbeef,ALB_ALB,2044,0.669208998
jbeef,ALB_ALB,2045,0.622493518
jbeef,ALB_ALB,2046,0.622493518
jbeef,ALB_ALB,2047,0.622493518
jbeef,ALB_ALB,2048,0.622493518
jbeef,ALB_ALB,2049,0.622493518
jbeef,ALB_ALB,2050,0.622493518
jbeef,ALK_USA,2005,0.087999263
jbeef,ALK_USA,2006,0.087999263
jbeef,ALK_USA,2007,0.087999263
jbeef,ALK_USA,2008,0.087999263
jbeef,ALK_USA,2009,0.087999263
jbeef,ALK_USA,2010,0.029847065
jbeef,ALK_USA,2011,0.029847065
jbeef,ALK_USA,2012,0.029847065
jbeef,ALK_USA,2013,0.029847065
jbeef,ALK_USA,2014,0.029847065
jbeef,ALK_USA,2015,0.107271015
jbeef,ALK_USA,2016,0.107271015
jbeef,ALK_USA,2017,0.107271015
jbeef,ALK_USA,2018,0.107271015
jbeef,ALK_USA,2019,0.107271015
jbeef,ALK_USA,2020,0.031140951
jbeef,ALK_USA,2021,0.031140951
jbeef,ALK_USA,2022,0.031140951
jbeef,ALK_USA,2023,0.031140951
jbeef,ALK_USA,2024,0.031140951
jbeef,ALK_USA,2025,0.012
jbeef,ALK_USA,2026,0.012
jbeef,ALK_USA,2027,0.012
jbeef,ALK_USA,2028,0.012
jbeef,ALK_USA,2029,0.012
jbeef,ALK_USA,2030,0.012
jbeef,ALK_USA,2031,0.012
jbeef,ALK_USA,2032,0.012
jbeef,ALK_USA,2033,0.012
jbeef,ALK_USA,2034,0.012
jbeef,ALK_USA,2035,0.012
jbeef,ALK_USA,2036,0.012
jbeef,ALK_USA,2037,0.012
jbeef,ALK_USA,2038,0.012
jbeef,ALK_USA,2039,0.012
jbeef,ALK_USA,2040,0.012
jbeef,ALK_USA,2041,0.012
jbeef,ALK_USA,2042,0.012
jbeef,ALK_USA,2043,0.012
jbeef,ALK_USA,2044,0.012
jbeef,ALK_USA,2045,0.012
jbeef,ALK_USA,2046,0.012
jbeef,ALK_USA,2047,0.012
jbeef,ALK_USA,2048,0.012
jbeef,ALK_USA,2049,0.012
jbeef,ALK_USA,2050,0.012
jbeef,AMA_BOL,2005,0.935173558
jbeef,AMA_BOL,2006,0.935173558
jbeef,AMA_BOL,2007,0.935173558
jbeef,AMA_BOL,2008,0.935173558
jbeef,AMA_BOL,2009,0.935173558
jbeef,AMA_BOL,2010,0.9490869
jbeef,AMA_BOL,2011,0.9490869
jbeef,AMA_BOL,2012,0.9490869
jbeef,AMA_BOL,2013,0.9490869
jbeef,AMA_BOL,2014,0.9490869
jbeef,AMA_BOL,2015,1.120768526
jbeef,AMA_BOL,2016,1.120768526
jbeef,AMA_BOL,2017,1.120768526
jbeef,AMA_BOL,2018,1.120768526
jbeef,AMA_BOL,2019,1.120768526
jbeef,AMA_BOL,2020,1.169881242
jbeef,AMA_BOL,2021,1.169881242
jbeef,AMA_BOL,2022,1.169881242
jbeef,AMA_BOL,2023,1.169881242
jbeef,AMA_BOL,2024,1.169881242
jbeef,AMA_BOL,2025,1.115019735
jbeef,AMA_BOL,2026,1.115019735
jbeef,AMA_BOL,2027,1.115019735
jbeef,AMA_BOL,2028,1.115019735
jbeef,AMA_BOL,2029,1.115019735
