"C","CTY","Val"
"cbeef","ARG",0.0883428476252885
"cbeef","ARM",0.583003295821582
"cbeef","BGR",0.21708298822772
"cbeef","BLR",0.143058660391424
"cbeef","BLT",0.143058660391424
"cbeef","CHM",0.718617182938651
"cbeef","COL",0.299764381475028
"cbeef","CYP",0.330996164980453
"cbeef","DEU",0.159597616056581
"cbeef","GTM",0.58277026227485
"cbeef","HUN",0.21708298822772
"cbeef","IRL",0.159625040716913
"cbeef","IRN",0.8222081512846
"cbeef","JOR",0.701088486156811
"cbeef","JPN",0.494465968559601
"cbeef","KAZ",0.215375806435703
"cbeef","MNG",1.01614811669376
"cbeef","PAN",0.46621620981988
"cbeef","PER",0.481751792798865
"cbeef","RAP",0.739087810006488
"cbeef","ROU",0.21708298822772
"cbeef","RUS",0.0682817037792747
"cbeef","SAU",0.739087810006488
"cbeef","SDN",1.17421316740471
"cbeef","SPP",0.159649526029701
"cbeef","TCD",0.791309024536372
"cbeef","TJK",0.557381439897612
"cbeef","TKM",0.362719636298427
"cbeef","UKR",0.145823861606641
"cbeef","VEN",0.451027116963552
"cpork","BLT",0.300931941278019
"cpork","CAN",-0.120104113962102
"cpork","CYP",0.0513039353549829
"cpork","ITP",0.119858553500284
"cpork","JPN",0.715969727910013
"cpork","MMR",0.935544331505611
"cpork","PAN",0.464806184910868
"cpork","PER",0.466261851195302
"cpork","ROU",0.308997780013149
"cpork","RUS",0.320187514794446
"clamb","IRN",0.676617713820338
"clamb","ITP",0.179492409132449
"clamb","KGZ",0.432458288896789
"clamb","MNG",0.603281016687835
"clamb","PER",0.528221541426518
"clamb","RAP",0.62597438505876
"clamb","ROU",0.439100139503674
"clamb","SDN",0.613140263044192
"clamb","TCD",0.354798758345863
"clamb","TJK",0.660918159691192
"clamb","TKM",0.504262063774532
"clamb","USA",0.0796425312772281
"cpoul","AUT",0.637432940814355
"cpoul","BGR",0.650216323622325
"cpoul","BLR",0.656500408322767
"cpoul","BLT",0.656500408322767
"cpoul","BLX",0.496264593856118
"cpoul","BRA",0.666945189956017
"cpoul","CYP",0.485558896527252
"cpoul","CZE",0.650216323622325
"cpoul","DEU",0.476503784129179
"cpoul","DNK",0.635694473844005
"cpoul","FJI",0.942590876186736
"cpoul","FNP",0.635694473844005
"cpoul","FRP",0.507199768992718
"cpoul","GRC",0.627173911474579
"cpoul","GTM",0.814129070878544
"cpoul","HUN",0.650216323622325
"cpoul","IRL",0.572596547352174
"cpoul","ISR",0.521839177882656
"cpoul","ITP",0.605220561126143
"cpoul","JPN",0.911292970546684
"cpoul","MMR",0.925319274543117
"cpoul","NLD",0.612986633394675
"cpoul","NOR",0.635694473844005
"cpoul","NZL",0.664139928192117
"cpoul","OBN",0.627173911474579
"cpoul","PAN",0.651303256702835
"cpoul","PER",0.673526009217796
"cpoul","POL",0.580830500370361
"cpoul","PRT",0.531526031417415
"cpoul","RAP",0.551413120390307
"cpoul","ROU",0.650216323622325
"cpoul","RUS",0.604647735776144
"cpoul","SPP",0.531526031417415
"cpoul","SVK",0.650216323622325
"cpoul","SVN",0.627173911474579
"cpoul","SWE",0.635694473844005
"cpoul","TCD",0.869330920608938
"cpoul","THA",0.625566671517529
"cpoul","TJK",0.682514216741331
"cpoul","TKM",0.69328777513451
"cpoul","UKP",0.572596547352174
"cpoul","UKR",0.674542837676607
"cpoul","URY",0.521344034878383
"cpoul","USA",0.44568195692133
"ceggs","AFG",0.502761843956421
"ceggs","AGO",0.437359479858473
"ceggs","ALB",0.110302704447947
"ceggs","ARG",0.208493547180576
"ceggs","ARM",0.121792290556433
"ceggs","AUS",-0.150163659774109
"ceggs","AUT",-0.0701496078474481
"ceggs","AZE",0.121792290556433
"ceggs","BEN",0.449936591773035
"ceggs","BFA",0.467449724371306
"ceggs","BGD",0.621389940858965
"ceggs","BGR",0.11015846722112
"ceggs","BLR",0.129021176225819
"ceggs","BLT",0.129021176225819
"ceggs","BLX",-0.0701675978476075
"ceggs","BLZ",0.249026411108245
"ceggs","BOL",0.309698006096732
"ceggs","BRA",0.1409998743245
"ceggs","CAN",-0.0401652602573079
"ceggs","CHL",0.240940808996749
"ceggs","CHM",0.199772561379192
"ceggs","CHP",-0.0701496078474481
"ceggs","CIV",0.314912025635969
"ceggs","CMR",0.382470830331968
"ceggs","COD",0.382445655644544
"ceggs","COL",0.230509019340504
"ceggs","CRB",0.67259087618672
"ceggs","CRI",0.249026411108245
"ceggs","CUB",0.249026411108245
"ceggs","CYP",0.364079276707358
"ceggs","CZE",0.11015846722112
"ceggs","DEU",-0.0701741921832968
"ceggs","DNK",-0.0701703039213145
"ceggs","DOM",0.249026411108245
"ceggs","DZA",0.386938511408929
"ceggs","ECU",0.300866086319187
"ceggs","EGY",0.437132187058651
"ceggs","ETH",0.384921538056225
"ceggs","FJI",0.67259087618672
"ceggs","FNP",-0.0701703039213145
"ceggs","FRP",-0.0701595925714083
"ceggs","GEO",0.121792290556433
"ceggs","GHA",0.382404586039648
"ceggs","GIN",0.314949991603404
"ceggs","GRC",0.110302704447947
"ceggs","GSA",0.249699541843522
"ceggs","GTM",0.311283013885307
"ceggs","HND",0.249026411108245
"ceggs","HRV",0.110302704447947
"ceggs","HTI",0.249026411108245
"ceggs","HUN",0.11015846722112
"ceggs","IDN",0.541660133519797
"ceggs","IND",0.645308565297136
"ceggs","IRL",-0.0701623200359683
"ceggs","IRN",0.395271698167916
"ceggs","IRQ",0.0599561368809443
"ceggs","ISL",-0.0701703039213145
"ceggs","ISR",-0.0401618736223376
"ceggs","ITP",-0.0701683886901377
"ceggs","JAM",0.67259087618672
"ceggs","JOR",0.338110054191425
"ceggs","JPN",0.126189308815065
"ceggs","KAZ",0.131211608840003
"ceggs","KEN",0.449950848864357
"ceggs","KGZ",0.103238153102932
"ceggs","KHM",0.739076172515841
"ceggs","KOR",0.39580590150745
"ceggs","LAO",0.739076172515841
"ceggs","LBN",0.373599964059574
"ceggs","LBR",0.31475087654518
"ceggs","LBY",0.385140825146138
"ceggs","LKA",0.618944237150507
"ceggs","MDA",0.11015846722112
"ceggs","MDG",0.297416611565525
"ceggs","MEX",0.152501222395298
"ceggs","MLI",0.467413295811945
"ceggs","MMR",0.682387802270856
"ceggs","MNG",0.681846921715387
"ceggs","MOR",0.321422601129724
"ceggs","MOZ",0.297398323721415
"ceggs","MRT",0.467364743213818
"ceggs","MWI",0.297457521801563
"ceggs","MYS",0.302177757573672
"ceggs","NAM",0.349870039789232
"ceggs","NER",0.467447000998004
"ceggs","NGA",0.407918220257652
"ceggs","NIC",0.249026411108245
"ceggs","NLD",-0.0701720338723146
"ceggs","NOR",-0.0701703039213145
"ceggs","NPL",0.632816062434005
"ceggs","NZL",-0.0401607738906424
"ceggs","OBN",0.110302704447947
"ceggs","OIO",0.67259087618672
"ceggs","PAK",0.381912866752862
"ceggs","PAN",0.249026411108245
"ceggs","PER",0.240487221357811
"ceggs","PHL",0.442116501218603
"ceggs","PNG",0.570914029646878
"ceggs","POL",0.109872995991723
"ceggs","PRT",-0.0701517203334628
"ceggs","PRY",0.247758404877386
"ceggs","RAP",0.368451451935389
"ceggs","ROU",0.11015846722112
"ceggs","RUS",0.120658797687381
"ceggs","RWA",0.449864232184601
"ceggs","SAU",0.368451451935389
"ceggs","SDN",0.48208064954184
"ceggs","SEN",0.382406300641027
"ceggs","SLE",0.314941473229334
"ceggs","SLV",0.249026411108245
"ceggs","SPP",-0.0701517203334628
"ceggs","SVK",0.11015846722112
"ceggs","SVN",0.110302704447947
"ceggs","SWE",-0.0701703039213145
"ceggs","SWZ",0.349876024896495
"ceggs","SYR",0.368926936906912
"ceggs","TGO",0.382436112748363
"ceggs","THA",0.399999999999999
"ceggs","TJK",0.107680932373152
"ceggs","TKM",0.0726989409780037
"ceggs","TUN",0.378453527765672
"ceggs","TUR",0.263320759892358
"ceggs","TZA",0.382389537038024
"ceggs","UGA",0.382435232137973
"ceggs","UKP",-0.0701623200359683
"ceggs","UKR",0.131949340999459
"ceggs","URY",0.246589041582686
"ceggs","USA",-0.1
"ceggs","UZB",0.13170051046713
"ceggs","VEN",0.249699541843522
"ceggs","VNM",0.516457058549421
"ceggs","YEM",0.368451451935389
"ceggs","ZAF",-0.0400249196855945
"ceggs","ZMB",0.34986949559016
"ceggs","ZWE",0.297193740288645
"cmilk","AFG",0.329086729338736
"cmilk","AGO",0.4
"cmilk","ALB",0.3
"cmilk","ARG",0.3
"cmilk","ARM",0.3
"cmilk","AUS",0.15
"cmilk","AUT",0.2
"cmilk","AZE",0.3
"cmilk","BDI",0.4
"cmilk","BEN",0.4
"cmilk","BFA",0.4
"cmilk","BGD",0.5
"cmilk","BGR",0.3
"cmilk","BLR",0.3
"cmilk","BLT",0.3
"cmilk","BLX",0.2
"cmilk","BLZ",0.34
"cmilk","BOL",0.34
"cmilk","BRA",0.4
"cmilk","BTN",0.5
"cmilk","BWA",0.4
"cmilk","CAF",0.4
"cmilk","CAN",0.2
"cmilk","CHL",0.34
"cmilk","CHM",0.6
"cmilk","CHP",0.2
"cmilk","CIV",0.4
"cmilk","CMR",0.4
"cmilk","COG",0.4
"cmilk","COL",0.34
"cmilk","CRB",0.67
"cmilk","CRI",0.34
"cmilk","CUB",0.34
"cmilk","CYP",0.54
"cmilk","CZE",0.3
"cmilk","DEU",0.2
"cmilk","DJI",0.4
"cmilk","DNK",0.2
"cmilk","DOM",0.34
"cmilk","DZA",0.54
"cmilk","ECU",0.34
"cmilk","EGY",0.47
"cmilk","ETH",0.4
"cmilk","FJI",0.67
"cmilk","FNP",0.2
"cmilk","FRP",0.2
"cmilk","GAB",0.4
"cmilk","GEO",0.3
"cmilk","GHA",0.4
"cmilk","GIN",0.4
"cmilk","GMB",0.4
"cmilk","GNB",0.4
"cmilk","GRC",0.3
"cmilk","GSA",0.34
"cmilk","GTM",0.34
"cmilk","HND",0.34
"cmilk","HRV",0.3
"cmilk","HTI",0.34
"cmilk","HUN",0.3
"cmilk","IDN",0.5
"cmilk","IND",0.59
"cmilk","IRL",0.2
"cmilk","IRN",0.54
"cmilk","IRQ",0.54
"cmilk","ISL",0.2
"cmilk","ISR",0.0467625275532487
"cmilk","ITP",0.2
"cmilk","JAM",0.67
"cmilk","JOR",0.54
"cmilk","JPN",0.3
"cmilk","KAZ",0.3
"cmilk","KEN",0.4
"cmilk","KGZ",0.3
"cmilk","KHM",0.54
"cmilk","KOR",0.5
"cmilk","LAO",0.54
"cmilk","LBN",0.54
"cmilk","LBR",0.4
"cmilk","LBY",0.54
"cmilk","LKA",0.5
"cmilk","LSO",0.4
"cmilk","MDA",0.3
"cmilk","MDG",0.4
